colour_name,finish,product_family,sku_code,title_raw,qty_used_for_checks,stock_result_raw,price_result_raw,product_url,checked_at_iso,finish_attr
Boston Oak,Woodmatt,Architectural Internal Doors,,35mm STD LDF E-Zero,1,EMPTY,EMPTY,https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:54:21Z,Woodmatt
