colour_name,finish,product_family,sku_code,title_raw,qty_used_for_checks,stock_result_raw,price_result_raw,product_url,checked_at_iso,finish_attr,thickness,length,width
Ligurian Walnut,Woodmatt,Laminate,52554,Laminate Ligurian Walnut Woodmatt Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T05:32:01Z,Woodmatt,0.7,1825,680
Ligurian Walnut,Woodmatt,Laminate,52553,Laminate Ligurian Walnut Woodmatt HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T05:32:04Z,Woodmatt,0.7,1825,1360
Palomera Oak,Woodmatt,Laminate,52134,Laminate Palomera Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T05:32:45Z,Woodmatt,0.7,3650,1360
Palomera Oak,Woodmatt,Laminate,52592,Laminate Palomera Oak Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T05:32:49Z,Woodmatt,0.7,3650,680
Palomera Oak,Woodmatt,Laminate,52594,Laminate Palomera Oak Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T05:32:52Z,Woodmatt,0.7,1825,680
Palomera Oak,Woodmatt,Laminate,52593,Laminate Palomera Oak Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T05:32:55Z,Woodmatt,0.7,1825,1360
Arcadia Oak,Woodmatt,Laminate,52143,Laminate Arcadia Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T05:33:29Z,Woodmatt,0.7,3650,1360
Arcadia Oak,Woodmatt,Laminate,52519,Laminate Arcadia Oak Woodmatt HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T05:33:32Z,Woodmatt,0.7,3650,680
Arcadia Oak,Woodmatt,Laminate,52521,Laminate Arcadia Oak Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T05:33:35Z,Woodmatt,0.7,1825,680
Arcadia Oak,Woodmatt,Laminate,52520,Laminate Arcadia Oak Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T05:33:38Z,Woodmatt,0.7,1825,1360
Black Ply,Woodmatt,Laminate,52136,Laminate Black Ply Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T05:34:15Z,Woodmatt,0.7,3650,1360
Black Ply,Woodmatt,Laminate,52648,Laminate Black Ply Woodmatt HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T05:34:18Z,Woodmatt,0.7,3650,680
Black Ply,Woodmatt,Laminate,52650,Laminate Black Ply Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T05:34:22Z,Woodmatt,0.7,1825,680
Black Ply,Woodmatt,Laminate,52649,Laminate Black Ply Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T05:34:25Z,Woodmatt,0.7,1825,1360
Ochre Figured-Wood,Smooth,Laminate,52727,Laminate Ochre Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T05:34:56Z,Smooth,0.7,1825,1360
Ochre Figured-Wood,Smooth,Laminate,52145,Laminate Ochre Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T05:34:59Z,Smooth,0.7,3650,1360
Ochre Figured-Wood,Smooth,Laminate,52728,Laminate Ochre Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T05:35:02Z,Smooth,0.7,1825,680
Ochre Figured-Wood,Smooth,Laminate,52724,Laminate Ochre Figured-Wood Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T05:35:05Z,Smooth,0.7,3650,680
Sienna Figured-Wood,Smooth,Laminate,52720,Laminate Sienna Figured-Wood Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T05:35:33Z,Smooth,0.7,3650,680
Sienna Figured-Wood,Smooth,Laminate,52144,Laminate Sienna Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T05:35:36Z,Smooth,0.7,3650,1360
Sienna Figured-Wood,Smooth,Laminate,52722,Laminate Sienna Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T05:35:40Z,Smooth,0.7,1825,680
Sienna Figured-Wood,Smooth,Laminate,52721,Laminate Sienna Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T05:35:43Z,Smooth,0.7,1825,1360
Onyx Figured-Wood,Smooth,Laminate,52827,Laminate Onyx Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T05:36:11Z,Smooth,0.7,1825,680
Onyx Figured-Wood,Smooth,Laminate,52825,Laminate Onyx Figured-Wood Smooth HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T05:36:14Z,Smooth,0.7,3650,680
Onyx Figured-Wood,Smooth,Laminate,52826,Laminate Onyx Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T05:36:17Z,Smooth,0.7,1825,1360
Onyx Figured-Wood,Smooth,Laminate,52146,Laminate Onyx Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T05:36:20Z,Smooth,0.7,3650,1360
Alboran Stone,Smooth,Laminate,52283,Laminate Alboran Stone Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T05:36:25Z,Smooth,0.7,3650,1360
Alboran Stone,Smooth,Laminate,52284,Laminate Alboran Stone Smooth HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T05:36:28Z,Smooth,0.7,3650,680
Alboran Stone,Smooth,Laminate,52286,Laminate Alboran Stone Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T05:36:31Z,Smooth,0.7,1825,680
Alboran Stone,Smooth,Laminate,52285,Laminate Alboran Stone Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T05:36:34Z,Smooth,0.7,1825,1360
Marmo di Monte,Smooth,Laminate,52109,Laminate Marmo di Monte Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T05:36:38Z,Smooth,0.7,3650,1360
Marmo di Monte,Smooth,Laminate,52880,Laminate Marmo di Monte Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T05:36:41Z,Smooth,0.7,3650,680
Marmo di Monte,Smooth,Laminate,52882,Laminate Marmo di Monte Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T05:36:44Z,Smooth,0.7,1825,680
Marmo di Monte,Smooth,Laminate,52881,Laminate Marmo di Monte Smooth HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T05:36:48Z,Smooth,0.7,1825,1360
Marmo di Torre,Smooth,Laminate,52108,Laminate Marmo di Torre Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T05:37:37Z,Smooth,0.7,3650,1360
Marmo di Torre,Smooth,Laminate,52877,Laminate Marmo di Torre Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T05:37:41Z,Smooth,0.7,3650,680
Marmo di Torre,Smooth,Laminate,52879,Laminate Marmo di Torre Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T05:37:44Z,Smooth,0.7,1825,680
Marmo di Torre,Smooth,Laminate,52878,Laminate Marmo di Torre Smooth HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T05:37:47Z,Smooth,0.7,1825,1360
Tivoli Ceppo,Smooth,Laminate,52110,Laminate Tivoli Ceppo Smooth 0.7mm 3650x1360,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T05:38:37Z,Smooth,0.7,3650,1360
Tivoli Ceppo,Smooth,Laminate,52883,Laminate Tivoli Ceppo Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T05:38:40Z,Smooth,0.7,3650,680
Tivoli Ceppo,Smooth,Laminate,52884,Laminate Tivoli Ceppo Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T05:38:43Z,Smooth,0.7,1825,1360
Tivoli Ceppo,Smooth,Laminate,52885,Laminate Tivoli Ceppo Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T05:38:46Z,Smooth,0.7,1825,680
Provincial Limestone,Smooth,Laminate,52112,Laminate Provincial Limestone Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T05:38:53Z,Smooth,0.7,3650,1360
Provincial Limestone,Smooth,Laminate,52900,Laminate Provincial Limestone Smooth HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T05:38:56Z,Smooth,0.7,3650,680
Provincial Limestone,Smooth,Laminate,52902,Laminate Provincial Limestone Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T05:38:59Z,Smooth,0.7,1825,680
Provincial Limestone,Smooth,Laminate,52901,Laminate Provincial Limestone Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T05:39:02Z,Smooth,0.7,1825,1360
