colour_name,finish,product_family,sku_code,title_raw,qty_used_for_checks,stock_result_raw,price_result_raw,product_url,checked_at_iso,finish_attr,thickness,length,width,minimum_order_qty,order_multiple
Bronze Gold Leaf,Matt,Laminate,46566,Laminate Bronze Gold Leaf Matt HL 0.7mm 3650x680,1,In stock at your branch,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronze-gold-leaf/,2025-08-21T06:56:09Z,Matt,0.7,3650,680,1,1
Bronze Gold Leaf,Matt,Laminate,47500,Laminate Bronze Gold Leaf Matt Q 1825 x 680,1,In stock at your branch,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronze-gold-leaf/,2025-08-21T06:56:10Z,Matt,0.7,1825,680,1,1
Bronze Gold Leaf,Matt,Laminate,46441,Laminate Bronze Gold Leaf Matt 0.7mm 3650x1360,1,In stock at supply site,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronze-gold-leaf/,2025-08-21T06:56:11Z,Matt,0.7,3650,1360,1,1
Alicante Stone,Smooth,Laminate,48984,Laminate Alicante Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alicante-stone/,2025-08-21T06:56:13Z,Smooth,0.7,3650,1360,1,1
Alicante Stone,Smooth,Laminate,48985,Laminate Alicante Stone Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alicante-stone/,2025-08-21T06:56:14Z,Smooth,0.7,3650,680,1,1
Alicante Stone,Smooth,Laminate,48987,Laminate Alicante Stone Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alicante-stone/,2025-08-21T06:56:15Z,Smooth,0.7,1825,680,1,1
Alicante Stone,Smooth,Laminate,48986,Laminate Alicante Stone Smooth HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alicante-stone/,2025-08-21T06:56:16Z,Smooth,0.7,1825,1360,1,1
Portofino Stone,Smooth,Laminate,48980,Laminate Portofino Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portofino-stone/,2025-08-21T06:56:18Z,Smooth,0.7,3650,1360,1,1
Portofino Stone,Smooth,Laminate,48981,Laminate Portofino Stone Smooth HL 0.7mm 3650x680 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portofino-stone/,2025-08-21T06:56:19Z,Smooth,0.7,3650,680,1,1
Portofino Stone,Smooth,Laminate,48983,Laminate Portofino Stone Smooth Q 1825 x 680 - Film,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portofino-stone/,2025-08-21T06:56:20Z,Smooth,0.7,1825,680,1,1
Portofino Stone,Smooth,Laminate,48982,Laminate Portofino Stone Smooth HS 0.7mm 1830x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portofino-stone/,2025-08-21T06:56:22Z,Smooth,0.7,1825,1360,1,1
White Cement,Smooth,Laminate,54673,Laminate White Cement Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/white-cement/,2025-08-21T06:56:50Z,Smooth,0.7,3650,1360,1,1
White Cement,Smooth,Laminate,54674,Laminate White Cement Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,EMPTY,https://www.polytec.com.au/colour/white-cement/,2025-08-21T06:56:52Z,Smooth,0.7,3650,680,1,1
White Cement,Smooth,Laminate,54676,Laminate White Cement Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,EMPTY,https://www.polytec.com.au/colour/white-cement/,2025-08-21T06:56:54Z,Smooth,0.7,1825,680,1,1
White Cement,Smooth,Laminate,54675,Laminate White Cement Smooth HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/white-cement/,2025-08-21T06:56:55Z,Smooth,0.7,1825,1360,1,1
Calacutta D'oro,Smooth,Laminate,57523,Laminate Calacutta D'oro Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,EMPTY,https://www.polytec.com.au/colour/calacutta-doro/,2025-08-21T06:57:04Z,Smooth,0.7,3650,1360,1,1
Calacutta D'oro,Smooth,Laminate,57524,Laminate Calacutta D'oro Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-doro/,2025-08-21T06:57:05Z,Smooth,0.7,3650,680,1,1
Calacutta D'oro,Smooth,Laminate,57526,Laminate Calacutta D'oro Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-doro/,2025-08-21T06:57:06Z,Smooth,0.7,1825,680,1,1
Calacutta D'oro,Smooth,Laminate,57525,Laminate Calacutta D'oro Smooth HS 0.7mm 1825x1360 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-doro/,2025-08-21T06:57:07Z,Smooth,0.7,1825,1360,1,1
Calacutta Grey,Smooth,Laminate,57519,Laminate Calacutta Grey Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-grey/,2025-08-21T06:57:16Z,Smooth,0.7,3650,1360,1,1
Calacutta Grey,Smooth,Laminate,57520,Laminate Calacutta Grey Smooth HL 0.7mm 3650x680 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-grey/,2025-08-21T06:57:17Z,Smooth,0.7,3650,680,1,1
Calacutta Grey,Smooth,Laminate,57522,Laminate Calacutta Grey Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-grey/,2025-08-21T06:57:18Z,Smooth,0.7,1825,680,1,1
Calacutta Grey,Smooth,Laminate,57521,Laminate Calacutta Grey Smooth HS 1825 x 1360 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/calacutta-grey/,2025-08-21T06:57:19Z,Smooth,0.7,1825,1360,1,1
Navona Stone,Smooth,Laminate,57543,Laminate Navona Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/navona-stone/,2025-08-21T06:57:28Z,Smooth,0.7,3650,1360,1,1
Navona Stone,Smooth,Laminate,57544,Laminate Navona Stone Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/navona-stone/,2025-08-21T06:57:29Z,Smooth,0.7,3650,680,1,1
Navona Stone,Smooth,Laminate,57545,Laminate Navona Stone Smooth HS 0.7mm 1825x1360 - Film,1,In stock at your branch,EMPTY,https://www.polytec.com.au/colour/navona-stone/,2025-08-21T06:57:31Z,Smooth,0.7,1825,1360,1,1
Navona Stone,Smooth,Laminate,57546,Laminate Navona Stone Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/navona-stone/,2025-08-21T06:57:32Z,Smooth,0.7,1825,680,1,1
Grey Cement,Matera,Laminate,46430,Laminate Grey Cement Matera 0.7mm 3650x1360 - Film,1,In stock at your branch,$328.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:39Z,Matera,0.7,3650,1360,1,1
Grey Cement,Matera,Laminate,46554,Laminate Grey Cement Matera HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$164.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:40Z,Matera,0.7,3650,680,1,1
Grey Cement,Matera,Laminate,47154,Laminate Grey Cement Matera Q 0.7mm 1830x680 - Film,1,Place order to confirm availability,$82.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:41Z,Matera,0.7,1825,680,1,1
Grey Cement,Matera,Laminate,46573,Laminate Grey Cement Matera HS 0.7mm 1830x1360 - Film,1,Place order to confirm availability,$164.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:42Z,Matera,0.7,1825,1360,1,1
Grey Cement,Smooth,Laminate,54669,Laminate Grey Cement Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:56Z,Smooth,0.7,3650,1360,1,1
Grey Cement,Smooth,Laminate,54670,Laminate Grey Cement Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:57Z,Smooth,0.7,3650,680,1,1
Grey Cement,Smooth,Laminate,54671,Laminate Grey Cement Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:58Z,Smooth,0.7,1825,1360,1,1
Grey Cement,Smooth,Laminate,54672,Laminate Grey Cement Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/grey-cement/,2025-08-21T06:57:59Z,Smooth,0.7,1825,680,1,1
Portland Stone,Smooth,Laminate,57515,Laminate Portland Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portland-stone/,2025-08-21T06:58:07Z,Smooth,0.7,3650,1360,1,1
Portland Stone,Smooth,Laminate,57516,Laminate Portland Stone Smooth HL 0.7mm 3650x680 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portland-stone/,2025-08-21T06:58:08Z,Smooth,0.7,3650,680,1,1
Portland Stone,Smooth,Laminate,57517,Laminate Portland Stone Smooth HS 0.7mm 1825x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portland-stone/,2025-08-21T06:58:09Z,Smooth,0.7,1825,1360,1,1
Portland Stone,Smooth,Laminate,57518,Laminate Portland Stone Smooth Q 1825 x 680 - Film,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/portland-stone/,2025-08-21T06:58:10Z,Smooth,0.7,1825,680,1,1
Emperor Stone,Smooth,Laminate,48988,Laminate Emperor Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/emperor-stone/,2025-08-21T06:58:26Z,Smooth,0.7,3650,1360,1,1
Emperor Stone,Smooth,Laminate,48989,Laminate Emperor Stone Smooth HL 0.7mm 3650x680 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/emperor-stone/,2025-08-21T06:58:27Z,Smooth,0.7,3650,680,1,1
Emperor Stone,Smooth,Laminate,48991,Laminate Emperor Stone Smooth Q 0.7mm 1830x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/emperor-stone/,2025-08-21T06:58:28Z,Smooth,0.7,1825,680,1,1
Emperor Stone,Smooth,Laminate,48990,Laminate Emperor Stone Smooth HS 0.7mm 1830x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/emperor-stone/,2025-08-21T06:58:29Z,Smooth,0.7,1825,1360,1,1
Desideria Marble,Smooth,Laminate,57535,Laminate Desideria Marble Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/desideria-marble/,2025-08-21T06:58:31Z,Smooth,0.7,3650,1360,1,1
Desideria Marble,Smooth,Laminate,57537,Laminate Desideria Marble Smooth HS 0.7mm 1825x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/desideria-marble/,2025-08-21T06:58:32Z,Smooth,0.7,1825,1360,1,1
Desideria Marble,Smooth,Laminate,57536,Laminate Desideria Marble Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/desideria-marble/,2025-08-21T06:58:33Z,Smooth,0.7,3650,680,1,1
Desideria Marble,Smooth,Laminate,57538,Laminate Desideria Marble Smooth Q 1825 x 680 - Film,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/desideria-marble/,2025-08-21T06:58:34Z,Smooth,0.7,1825,680,1,1
Bernini Marble,Smooth,Laminate,57531,Laminate Bernini Marble Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bernini-marble/,2025-08-21T06:58:35Z,Smooth,0.7,3650,1360,1,1
Bernini Marble,Smooth,Laminate,57532,Laminate Bernini Marble Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bernini-marble/,2025-08-21T06:58:36Z,Smooth,0.7,3650,680,1,1
Bernini Marble,Smooth,Laminate,57534,Laminate Bernini Marble Smooth Q 1825 x 680 - Film,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bernini-marble/,2025-08-21T06:58:37Z,Smooth,0.7,1825,680,1,1
Bernini Marble,Smooth,Laminate,57533,Laminate Bernini Marble Smooth HS 0.7mm 1825x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bernini-marble/,2025-08-21T06:58:38Z,Smooth,0.7,1825,1360,1,1
Tunisia Stone,Matera,Laminate,47494,Laminate Tunisia Stone Matera Q 0.7mm 1830x680 - Film,1,In stock at your branch,$82.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tunisia-stone/,2025-08-21T06:58:40Z,Matera,0.7,1825,680,1,1
Tunisia Stone,Matera,Laminate,46560,Laminate Tunisia Stone Matera HL 0.7mm 3650x680 - Film,1,In stock at your branch,$164.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tunisia-stone/,2025-08-21T06:58:41Z,Matera,0.7,3650,680,1,1
Tunisia Stone,Matera,Laminate,46436,Laminate Tunisia Stone Matera 0.7mm 3650x1360 - Film,1,In stock at supply site,$328.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tunisia-stone/,2025-08-21T06:58:42Z,Matera,0.7,3650,1360,1,1
Tunisia Stone,Matera,Laminate,46579,Laminate Tunisia Stone Matera HS 0.7mm 1830x1360 - Film,1,Place order to confirm availability,$164.01*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tunisia-stone/,2025-08-21T06:58:43Z,Matera,0.7,1825,1360,1,1
Dark Cement,Smooth,Laminate,57527,Laminate Dark Cement Smooth 0.7mm 3650x1360 - Film,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/dark-cement/,2025-08-21T06:58:45Z,Smooth,0.7,3650,1360,1,1
Dark Cement,Smooth,Laminate,57528,Laminate Dark Cement Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/dark-cement/,2025-08-21T06:58:46Z,Smooth,0.7,3650,680,1,1
Dark Cement,Smooth,Laminate,57529,Laminate Dark Cement Smooth HS 0.7mm 1825x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/dark-cement/,2025-08-21T06:58:47Z,Smooth,0.7,1825,1360,1,1
Dark Cement,Smooth,Laminate,57530,Laminate Dark Cement Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/dark-cement/,2025-08-21T06:58:48Z,Smooth,0.7,1825,680,1,1
Catalina Marble,Smooth,Laminate,57539,Laminate Catalina Marble Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/catalina-marble/,2025-08-21T06:58:55Z,Smooth,0.7,3650,1360,1,1
Catalina Marble,Smooth,Laminate,57540,Laminate Catalina Marble Smooth HL 0.7mm 3650x680 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/catalina-marble/,2025-08-21T06:58:56Z,Smooth,0.7,3650,680,1,1
Catalina Marble,Smooth,Laminate,57541,Laminate Catalina Marble Smooth HS 0.7mm 1825x1360 - Film,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/catalina-marble/,2025-08-21T06:58:57Z,Smooth,0.7,1825,1360,1,1
Catalina Marble,Smooth,Laminate,57542,Laminate Catalina Marble Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/catalina-marble/,2025-08-21T06:58:58Z,Smooth,0.7,1825,680,1,1
Athena Stone,Smooth,Laminate,57511,Laminate Athena Stone Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/athena-stone/,2025-08-21T06:59:06Z,Smooth,0.7,3650,1360,1,1
Athena Stone,Smooth,Laminate,57512,Laminate Athena Stone Smooth HL 0.7mm 3650x680 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/athena-stone/,2025-08-21T06:59:07Z,Smooth,0.7,3650,680,1,1
Athena Stone,Smooth,Laminate,57513,Laminate Athena Stone Smooth HS 0.7mm 1825x1360 - Film,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/athena-stone/,2025-08-21T06:59:08Z,Smooth,0.7,1825,1360,1,1
Athena Stone,Smooth,Laminate,57514,Laminate Athena Stone Smooth Q 1825 x 680 - Film,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/athena-stone/,2025-08-21T06:59:09Z,Smooth,0.7,1825,680,1,1
Nordic Oak,Woodmatt,Laminate,48512,Laminate Nordic Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/nordic-oak/,2025-08-21T06:59:36Z,Woodmatt,0.7,3650,1360,1,1
Nordic Oak,Woodmatt,Laminate,48633,Laminate Nordic Oak Woodmatt HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/nordic-oak/,2025-08-21T06:59:37Z,Woodmatt,0.7,3650,680,1,1
Nordic Oak,Woodmatt,Laminate,48647,Laminate Nordic Oak Woodmatt Q 0.7mm 1830x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/nordic-oak/,2025-08-21T06:59:38Z,Woodmatt,0.7,1825,680,1,1
Nordic Oak,Woodmatt,Laminate,48610,Laminate Nordic Oak Woodmatt HS 0.7mm 1830x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/nordic-oak/,2025-08-21T06:59:39Z,Woodmatt,0.7,1825,1360,1,1
Angora Oak,Woodmatt,Laminate,48513,Laminate Angora Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/angora-oak/,2025-08-21T07:00:05Z,Woodmatt,0.7,3650,1360,1,1
Angora Oak,Woodmatt,Laminate,48634,Laminate Angora Oak Woodmatt HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/angora-oak/,2025-08-21T07:00:06Z,Woodmatt,0.7,3650,680,1,1
Angora Oak,Woodmatt,Laminate,48648,Laminate Angora Oak Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/angora-oak/,2025-08-21T07:00:07Z,Woodmatt,0.7,1825,680,1,1
Angora Oak,Woodmatt,Laminate,48611,Laminate Angora Oak Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/angora-oak/,2025-08-21T07:00:08Z,Woodmatt,0.7,1825,1360,1,1
Coastal Oak,Woodmatt,Laminate,48519,Laminate Coastal Oak Woodmatt 0.7mm 3650x1360,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/coastal-oak/,2025-08-21T07:00:33Z,Woodmatt,0.7,3650,1360,1,1
Coastal Oak,Woodmatt,Laminate,48640,Laminate Coastal Oak Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/coastal-oak/,2025-08-21T07:00:34Z,Woodmatt,0.7,3650,680,1,1
Coastal Oak,Woodmatt,Laminate,48654,Laminate Coastal Oak Woodmatt Q 0.7mm 1830x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/coastal-oak/,2025-08-21T07:00:35Z,Woodmatt,0.7,1825,680,1,1
Coastal Oak,Woodmatt,Laminate,48619,Laminate Coastal Oak Woodmatt HS 0.7mm 1830x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/coastal-oak/,2025-08-21T07:00:36Z,Woodmatt,0.7,1825,1360,1,1
Casentino Beech,Woodmatt,Laminate,48514,Laminate Casentino Beech Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/casentino-beech/,2025-08-21T07:00:56Z,Woodmatt,0.7,3650,1360,1,1
Casentino Beech,Woodmatt,Laminate,48635,Laminate Casentino Beech Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/casentino-beech/,2025-08-21T07:00:57Z,Woodmatt,0.7,3650,680,1,1
Casentino Beech,Woodmatt,Laminate,48649,Laminate Casentino Beech Woodmatt Q 0.7mm 1830x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/casentino-beech/,2025-08-21T07:00:58Z,Woodmatt,0.7,1825,680,1,1
Casentino Beech,Woodmatt,Laminate,48612,Laminate Casentino Beech Woodmatt HS 0.7mm 1830x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/casentino-beech/,2025-08-21T07:00:59Z,Woodmatt,0.7,1825,1360,1,1
Palace Teak,Woodmatt,Laminate,48528,Laminate Palace Teak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palace-teak/,2025-08-21T07:01:09Z,Woodmatt,0.7,3650,1360,1,1
Palace Teak,Woodmatt,Laminate,48646,Laminate Palace Teak Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palace-teak/,2025-08-21T07:01:10Z,Woodmatt,0.7,3650,680,1,1
Palace Teak,Woodmatt,Laminate,48625,Laminate Palace Teak Woodmatt HS 0.7mm 1830x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palace-teak/,2025-08-21T07:01:11Z,Woodmatt,0.7,1825,1360,1,1
Palace Teak,Woodmatt,Laminate,48660,Laminate Palace Teak Woodmatt Q 0.7mm 1830x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palace-teak/,2025-08-21T07:01:12Z,Woodmatt,0.7,1825,680,1,1
Tasmanian Oak,Matt,Laminate,53313,Laminate Tasmanian Oak Matt 0.7mm 3650x1360,1,In stock at your branch,$202.84*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:22Z,Matt,0.7,3650,1360,1,1
Tasmanian Oak,Matt,Laminate,53314,Laminate Tasmanian Oak Matt HL 0.7mm 3650x680,1,Place order to confirm availability,$101.41*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:23Z,Matt,0.7,3650,680,1,1
Tasmanian Oak,Matt,Laminate,53316,Laminate Tasmanian Oak Matt Q 0.7mm 1825x680,1,In stock at your branch,$50.71*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:24Z,Matt,0.7,1825,680,1,1
Tasmanian Oak,Matt,Laminate,53315,Laminate Tasmanian Oak Matt HS 0.7mm 1825x1360,1,Place order to confirm availability,$101.41*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:26Z,Matt,0.7,1825,1360,1,1
Tasmanian Oak,Woodmatt,Laminate,48515,Laminate Tasmanian Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:39Z,Woodmatt,0.7,3650,1360,1,1
Tasmanian Oak,Woodmatt,Laminate,48636,Laminate Tasmanian Oak Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:40Z,Woodmatt,0.7,3650,680,1,1
Tasmanian Oak,Woodmatt,Laminate,48650,Laminate Tasmanian Oak Woodmatt Q 0.7mm 1830x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:41Z,Woodmatt,0.7,1825,680,1,1
Tasmanian Oak,Woodmatt,Laminate,48613,Laminate Tasmanian Oak Woodmatt HS 0.7mm 1830x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tasmanian-oak/,2025-08-21T07:01:42Z,Woodmatt,0.7,1825,1360,1,1
Prime Oak,Matt,Laminate,53317,Laminate Prime Oak Matt 0.7mm 3650x1360,1,In stock at your branch,$202.84*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/prime-oak/,2025-08-21T07:02:20Z,Matt,0.7,3650,1360,1,1
Prime Oak,Matt,Laminate,53318,Laminate Prime Oak Matt HL 0.7mm 3650x680,1,Place order to confirm availability,$101.41*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/prime-oak/,2025-08-21T07:02:21Z,Matt,0.7,3650,680,1,1
Prime Oak,Matt,Laminate,53321,Laminate Prime Oak Matt Q 0.7mm 1825x680,1,In stock at your branch,$50.71*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/prime-oak/,2025-08-21T07:02:22Z,Matt,0.7,1825,680,1,1
Prime Oak,Matt,Laminate,53319,Laminate Prime Oak Matt HS 0.7mm 1825x1360,1,Place order to confirm availability,$101.41*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/prime-oak/,2025-08-21T07:02:23Z,Matt,0.7,1825,1360,1,1
Prime Oak,Woodmatt,Laminate,48516,Laminate Prime Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/prime-oak/,2025-08-21T07:02:37Z,Woodmatt,0.7,3650,1360,1,1
