colour_name,finish,product_family,sku_code,title_raw,qty_used_for_checks,stock_result_raw,price_result_raw,product_url,checked_at_iso,finish_attr,thickness,length,width,minimum_order_qty,order_multiple
Quartiera Maple,Woodmatt,Laminate,51827,Laminate Quartiera Maple Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/quartiera-maple/,2025-08-21T06:51:57Z,Woodmatt,0.7,3650,1360,1,1
Quartiera Maple,Woodmatt,Laminate,51830,Laminate Quartiera Maple Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/quartiera-maple/,2025-08-21T06:51:58Z,Woodmatt,0.7,1825,680,1,1
Quartiera Maple,Woodmatt,Laminate,51828,Laminate Quartiera Maple Woodmatt HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/quartiera-maple/,2025-08-21T06:51:59Z,Woodmatt,0.7,3650,680,1,1
Quartiera Maple,Woodmatt,Laminate,51829,Laminate Quartiera Maple Woodmatt HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/quartiera-maple/,2025-08-21T06:52:00Z,Woodmatt,0.7,1825,1360,1,1
Natural Ply,Woodmatt,Laminate,52135,Laminate Natural Ply Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/natural-ply/,2025-08-21T06:52:11Z,Woodmatt,0.7,3650,1360,1,1
Natural Ply,Woodmatt,Laminate,52615,Laminate Natural Ply Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/natural-ply/,2025-08-21T06:52:12Z,Woodmatt,0.7,3650,680,1,1
Natural Ply,Woodmatt,Laminate,52617,Laminate Natural Ply Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/natural-ply/,2025-08-21T06:52:13Z,Woodmatt,0.7,1825,680,1,1
Natural Ply,Woodmatt,Laminate,52616,Laminate Natural Ply Woodmatt HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/natural-ply/,2025-08-21T06:52:15Z,Woodmatt,0.7,1825,1360,1,1
Plantation Ash,Woodmatt,Laminate,52137,Laminate Plantation Ash Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/plantation-ash/,2025-08-21T06:52:28Z,Woodmatt,0.7,3650,1360,1,1
Plantation Ash,Woodmatt,Laminate,52691,Laminate Plantation Ash Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/plantation-ash/,2025-08-21T06:52:29Z,Woodmatt,0.7,3650,680,1,1
Plantation Ash,Woodmatt,Laminate,52693,Laminate Plantation Ash Woodmatt Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/plantation-ash/,2025-08-21T06:52:30Z,Woodmatt,0.7,1825,680,1,1
Plantation Ash,Woodmatt,Laminate,52692,Laminate Plantation Ash Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/plantation-ash/,2025-08-21T06:52:31Z,Woodmatt,0.7,1825,1360,1,1
Ligurian Walnut,Woodmatt,Laminate,52131,Laminate Ligurian Walnut Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T06:52:42Z,Woodmatt,0.7,3650,1360,1,1
Ligurian Walnut,Woodmatt,Laminate,52552,Laminate Ligurian Walnut Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T06:52:44Z,Woodmatt,0.7,3650,680,1,1
Ligurian Walnut,Woodmatt,Laminate,52554,Laminate Ligurian Walnut Woodmatt Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T06:52:45Z,Woodmatt,0.7,1825,680,1,1
Ligurian Walnut,Woodmatt,Laminate,52553,Laminate Ligurian Walnut Woodmatt HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ligurian-walnut/,2025-08-21T06:52:46Z,Woodmatt,0.7,1825,1360,1,1
Palomera Oak,Woodmatt,Laminate,52134,Laminate Palomera Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T06:53:02Z,Woodmatt,0.7,3650,1360,1,1
Palomera Oak,Woodmatt,Laminate,52592,Laminate Palomera Oak Woodmatt HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T06:53:03Z,Woodmatt,0.7,3650,680,1,1
Palomera Oak,Woodmatt,Laminate,52594,Laminate Palomera Oak Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T06:53:04Z,Woodmatt,0.7,1825,680,1,1
Palomera Oak,Woodmatt,Laminate,52593,Laminate Palomera Oak Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/palomera-oak/,2025-08-21T06:53:05Z,Woodmatt,0.7,1825,1360,1,1
Arcadia Oak,Woodmatt,Laminate,52143,Laminate Arcadia Oak Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T06:53:16Z,Woodmatt,0.7,3650,1360,1,1
Arcadia Oak,Woodmatt,Laminate,52519,Laminate Arcadia Oak Woodmatt HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T06:53:17Z,Woodmatt,0.7,3650,680,1,1
Arcadia Oak,Woodmatt,Laminate,52521,Laminate Arcadia Oak Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T06:53:18Z,Woodmatt,0.7,1825,680,1,1
Arcadia Oak,Woodmatt,Laminate,52520,Laminate Arcadia Oak Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/arcadia-oak/,2025-08-21T06:53:19Z,Woodmatt,0.7,1825,1360,1,1
Black Ply,Woodmatt,Laminate,52136,Laminate Black Ply Woodmatt 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T06:53:32Z,Woodmatt,0.7,3650,1360,1,1
Black Ply,Woodmatt,Laminate,52648,Laminate Black Ply Woodmatt HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T06:53:33Z,Woodmatt,0.7,3650,680,1,1
Black Ply,Woodmatt,Laminate,52650,Laminate Black Ply Woodmatt Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T06:53:34Z,Woodmatt,0.7,1825,680,1,1
Black Ply,Woodmatt,Laminate,52649,Laminate Black Ply Woodmatt HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/black-ply/,2025-08-21T06:53:35Z,Woodmatt,0.7,1825,1360,1,1
Ochre Figured-Wood,Smooth,Laminate,52727,Laminate Ochre Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T06:53:46Z,Smooth,0.7,1825,1360,1,1
Ochre Figured-Wood,Smooth,Laminate,52145,Laminate Ochre Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T06:53:47Z,Smooth,0.7,3650,1360,1,1
Ochre Figured-Wood,Smooth,Laminate,52728,Laminate Ochre Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T06:53:48Z,Smooth,0.7,1825,680,1,1
Ochre Figured-Wood,Smooth,Laminate,52724,Laminate Ochre Figured-Wood Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/ochre-figured-wood/,2025-08-21T06:53:49Z,Smooth,0.7,3650,680,1,1
Sienna Figured-Wood,Smooth,Laminate,52720,Laminate Sienna Figured-Wood Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T06:53:58Z,Smooth,0.7,3650,680,1,1
Sienna Figured-Wood,Smooth,Laminate,52144,Laminate Sienna Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T06:53:59Z,Smooth,0.7,3650,1360,1,1
Sienna Figured-Wood,Smooth,Laminate,52722,Laminate Sienna Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T06:54:01Z,Smooth,0.7,1825,680,1,1
Sienna Figured-Wood,Smooth,Laminate,52721,Laminate Sienna Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/sienna-figured-wood/,2025-08-21T06:54:02Z,Smooth,0.7,1825,1360,1,1
Onyx Figured-Wood,Smooth,Laminate,52827,Laminate Onyx Figured-Wood Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T06:54:11Z,Smooth,0.7,1825,680,1,1
Onyx Figured-Wood,Smooth,Laminate,52825,Laminate Onyx Figured-Wood Smooth HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T06:54:12Z,Smooth,0.7,3650,680,1,1
Onyx Figured-Wood,Smooth,Laminate,52826,Laminate Onyx Figured-Wood Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T06:54:13Z,Smooth,0.7,1825,1360,1,1
Onyx Figured-Wood,Smooth,Laminate,52146,Laminate Onyx Figured-Wood Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/onyx-figured-wood/,2025-08-21T06:54:15Z,Smooth,0.7,3650,1360,1,1
Alboran Stone,Smooth,Laminate,52283,Laminate Alboran Stone Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T06:54:16Z,Smooth,0.7,3650,1360,1,1
Alboran Stone,Smooth,Laminate,52284,Laminate Alboran Stone Smooth HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T06:54:17Z,Smooth,0.7,3650,680,1,1
Alboran Stone,Smooth,Laminate,52286,Laminate Alboran Stone Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T06:54:18Z,Smooth,0.7,1825,680,1,1
Alboran Stone,Smooth,Laminate,52285,Laminate Alboran Stone Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/alboran-stone/,2025-08-21T06:54:19Z,Smooth,0.7,1825,1360,1,1
Marmo di Monte,Smooth,Laminate,52109,Laminate Marmo di Monte Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T06:54:21Z,Smooth,0.7,3650,1360,1,1
Marmo di Monte,Smooth,Laminate,52880,Laminate Marmo di Monte Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T06:54:22Z,Smooth,0.7,3650,680,1,1
Marmo di Monte,Smooth,Laminate,52882,Laminate Marmo di Monte Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T06:54:23Z,Smooth,0.7,1825,680,1,1
Marmo di Monte,Smooth,Laminate,52881,Laminate Marmo di Monte Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-monte/,2025-08-21T06:54:24Z,Smooth,0.7,1825,1360,1,1
Marmo di Torre,Smooth,Laminate,52108,Laminate Marmo di Torre Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T06:54:34Z,Smooth,0.7,3650,1360,1,1
Marmo di Torre,Smooth,Laminate,52877,Laminate Marmo di Torre Smooth HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T06:54:35Z,Smooth,0.7,3650,680,1,1
Marmo di Torre,Smooth,Laminate,52879,Laminate Marmo di Torre Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T06:54:36Z,Smooth,0.7,1825,680,1,1
Marmo di Torre,Smooth,Laminate,52878,Laminate Marmo di Torre Smooth HS 0.7mm 1825x1360,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/marmo-di-torre/,2025-08-21T06:54:37Z,Smooth,0.7,1825,1360,1,1
Tivoli Ceppo,Smooth,Laminate,52110,Laminate Tivoli Ceppo Smooth 0.7mm 3650x1360,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T06:54:48Z,Smooth,0.7,3650,1360,1,1
Tivoli Ceppo,Smooth,Laminate,52883,Laminate Tivoli Ceppo Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T06:54:49Z,Smooth,0.7,3650,680,1,1
Tivoli Ceppo,Smooth,Laminate,52884,Laminate Tivoli Ceppo Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T06:54:50Z,Smooth,0.7,1825,1360,1,1
Tivoli Ceppo,Smooth,Laminate,52885,Laminate Tivoli Ceppo Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/tivoli-ceppo/,2025-08-21T06:54:51Z,Smooth,0.7,1825,680,1,1
Provincial Limestone,Smooth,Laminate,52112,Laminate Provincial Limestone Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T06:54:53Z,Smooth,0.7,3650,1360,1,1
Provincial Limestone,Smooth,Laminate,52900,Laminate Provincial Limestone Smooth HL 0.7mm 3650x680,1,In stock at your branch,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T06:54:54Z,Smooth,0.7,3650,680,1,1
Provincial Limestone,Smooth,Laminate,52902,Laminate Provincial Limestone Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T06:54:55Z,Smooth,0.7,1825,680,1,1
Provincial Limestone,Smooth,Laminate,52901,Laminate Provincial Limestone Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/provincial-limestone/,2025-08-21T06:54:56Z,Smooth,0.7,1825,1360,1,1
Roman Ceppo,Smooth,Laminate,52111,Laminate Roman Ceppo Smooth 0.7mm 3650x1360,1,In stock at supply site,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/roman-ceppo/,2025-08-21T06:54:58Z,Smooth,0.7,3650,1360,1,1
Roman Ceppo,Smooth,Laminate,52886,Laminate Roman Ceppo Smooth HL 0.7mm 3650x680,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/roman-ceppo/,2025-08-21T06:54:59Z,Smooth,0.7,3650,680,1,1
Roman Ceppo,Smooth,Laminate,52888,Laminate Roman Ceppo Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/roman-ceppo/,2025-08-21T06:55:00Z,Smooth,0.7,1825,680,1,1
Roman Ceppo,Smooth,Laminate,52887,Laminate Roman Ceppo Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/roman-ceppo/,2025-08-21T06:55:01Z,Smooth,0.7,1825,1360,1,1
Vesuvius Ceppo,Smooth,Laminate,52104,Laminate Vesuvius Ceppo Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/vesuvius-ceppo/,2025-08-21T06:55:03Z,Smooth,0.7,3650,1360,1,1
Vesuvius Ceppo,Smooth,Laminate,52105,Laminate Vesuvius Ceppo Smooth HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.47*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/vesuvius-ceppo/,2025-08-21T06:55:04Z,Smooth,0.7,3650,680,1,1
Vesuvius Ceppo,Smooth,Laminate,52889,Laminate Vesuvius Ceppo Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/vesuvius-ceppo/,2025-08-21T06:55:05Z,Smooth,0.7,1825,1360,1,1
Vesuvius Ceppo,Smooth,Laminate,52893,Laminate Vesuvius Ceppo Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/vesuvius-ceppo/,2025-08-21T06:55:06Z,Smooth,0.7,1825,680,1,1
Cosmic Granite,Smooth,Laminate,51786,Laminate Cosmic Granite Smooth 0.7mm 3650x1360 - Film,1,In stock at your branch,$234.30*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/cosmic-granite/,2025-08-21T06:55:09Z,Smooth,0.7,3650,1360,1,1
Cosmic Granite,Smooth,Laminate,51792,Laminate Cosmic Granite Smooth HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.47*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/cosmic-granite/,2025-08-21T06:55:10Z,Smooth,0.7,3650,680,1,1
Cosmic Granite,Smooth,Laminate,51793,Laminate Cosmic Granite Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/cosmic-granite/,2025-08-21T06:55:11Z,Smooth,0.7,1825,1360,1,1
Cosmic Granite,Smooth,Laminate,51794,Laminate Cosmic Granite Smooth Q 0.7mm 1825x680,1,Place order to confirm availability,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/cosmic-granite/,2025-08-21T06:55:12Z,Smooth,0.7,1825,680,1,1
Volcanic Stone,Smooth,Laminate,52100,Laminate Volcanic Stone Smooth 0.7mm 3650x1360,1,In stock at your branch,$234.95*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/volcanic-stone/,2025-08-21T06:55:14Z,Smooth,0.7,3650,1360,1,1
Volcanic Stone,Smooth,Laminate,52101,Laminate Volcanic Stone Smooth HL 0.7mm 3650 x 680,1,Place order to confirm availability,$117.47*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/volcanic-stone/,2025-08-21T06:55:15Z,Smooth,0.7,3650,680,1,1
Volcanic Stone,Smooth,Laminate,52103,Laminate Volcanic Stone Smooth Q 0.7mm 1825x680,1,In stock at your branch,$58.57*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/volcanic-stone/,2025-08-21T06:55:17Z,Smooth,0.7,1825,680,1,1
Volcanic Stone,Smooth,Laminate,52102,Laminate Volcanic Stone Smooth HS 0.7mm 1825x1360,1,Place order to confirm availability,$117.16*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/volcanic-stone/,2025-08-21T06:55:18Z,Smooth,0.7,1825,1360,1,1
Platinum Leaf,Matt,Laminate,46437,Laminate Platinum Leaf Matt 0.7mm 3650x1360,1,In stock at your branch,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/platinum-leaf/,2025-08-21T06:55:23Z,Matt,0.7,3650,1360,1,1
Platinum Leaf,Matt,Laminate,46561,Laminate Platinum Leaf Matt HL 0.7mm 3650x680,1,In stock at your branch,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/platinum-leaf/,2025-08-21T06:55:24Z,Matt,0.7,3650,680,1,1
Platinum Leaf,Matt,Laminate,47495,Laminate Platinum Leaf Matt Q 0.7mm 1830x680,1,Place order to confirm availability,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/platinum-leaf/,2025-08-21T06:55:25Z,Matt,0.7,1825,680,1,1
Platinum Leaf,Matt,Laminate,46580,Laminate Platinum Leaf Matt HS 1825 x 1360,1,In stock at your branch,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/platinum-leaf/,2025-08-21T06:55:26Z,Matt,0.7,1825,1360,1,1
Light Brass Leaf,Matt,Laminate,47501,Laminate Light Brass Leaf Matt HS 1825 x 1360,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/light-brass-leaf/,2025-08-21T06:55:32Z,Matt,0.7,1825,1360,1,1
Light Brass Leaf,Matt,Laminate,46567,Laminate Light Brass Leaf Matt HL 3650 x 680,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/light-brass-leaf/,2025-08-21T06:55:33Z,Matt,0.7,3650,680,1,1
Light Brass Leaf,Matt,Laminate,47502,Laminate Light Brass Leaf Matt Q 1825 x 680,1,Place order to confirm availability,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/light-brass-leaf/,2025-08-21T06:55:34Z,Matt,0.7,1825,680,1,1
Light Brass Leaf,Matt,Laminate,46442,Laminate Light Brass Leaf Matt 0.7mm 3650x1360,1,In stock at your branch,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/light-brass-leaf/,2025-08-21T06:55:35Z,Matt,0.7,3650,1360,1,1
Pure Gold Leaf,Matt,Laminate,46440,Laminate Pure Gold Leaf Matt 0.7mm 3650x1360,1,In stock at your branch,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/pure-gold-leaf/,2025-08-21T06:55:41Z,Matt,0.7,3650,1360,1,1
Pure Gold Leaf,Matt,Laminate,46587,Laminate Pure Gold Leaf Matt HS 1825 x 1360,1,In stock at your branch,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/pure-gold-leaf/,2025-08-21T06:55:42Z,Matt,0.7,1825,1360,1,1
Pure Gold Leaf,Matt,Laminate,46564,Laminate Pure Gold Leaf Matt HL 0.7mm 3650x680,1,In stock at your branch,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/pure-gold-leaf/,2025-08-21T06:55:43Z,Matt,0.7,3650,680,1,1
Pure Gold Leaf,Matt,Laminate,47498,Laminate Pure Gold Leaf Matt Q 0.7mm 1830x680,1,Place order to confirm availability,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/pure-gold-leaf/,2025-08-21T06:55:44Z,Matt,0.7,1825,680,1,1
Rose Gold Leaf,Matt,Laminate,46582,Laminate Rose Gold Leaf Matt HS 1825 x 1360,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/rose-gold-leaf/,2025-08-21T06:55:50Z,Matt,0.7,1825,1360,1,1
Rose Gold Leaf,Matt,Laminate,46439,Laminate Rose Gold Leaf Matt 0.7mm 3650x1360,1,In stock at your branch,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/rose-gold-leaf/,2025-08-21T06:55:51Z,Matt,0.7,3650,1360,1,1
Rose Gold Leaf,Matt,Laminate,47497,Laminate Rose Gold Leaf Matt Q 0.7mm 1830x680,1,Place order to confirm availability,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/rose-gold-leaf/,2025-08-21T06:55:52Z,Matt,0.7,1825,680,1,1
Rose Gold Leaf,Matt,Laminate,46563,Laminate Rose Gold Leaf Matt HL 0.7mm 3650x680,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/rose-gold-leaf/,2025-08-21T06:55:53Z,Matt,0.7,3650,680,1,1
Copper Leaf,Matt,Laminate,46438,Laminate Copper Leaf Matt 0.7mm 3650x1360,1,In stock at your branch,$275.65*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/copper-leaf/,2025-08-21T06:55:59Z,Matt,0.7,3650,1360,1,1
Copper Leaf,Matt,Laminate,46562,Laminate Copper Leaf Matt HL 0.7mm 3650x680,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/copper-leaf/,2025-08-21T06:56:00Z,Matt,0.7,3650,680,1,1
Copper Leaf,Matt,Laminate,47496,Laminate Copper Leaf Matt Q 0.7mm 1830x680,1,Place order to confirm availability,$68.91*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/copper-leaf/,2025-08-21T06:56:01Z,Matt,0.7,1825,680,1,1
Copper Leaf,Matt,Laminate,46581,Laminate Copper Leaf Matt HS 0.7mm 1830x1360,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/copper-leaf/,2025-08-21T06:56:02Z,Matt,0.7,1825,1360,1,1
Bronze Gold Leaf,Matt,Laminate,47499,Laminate Bronze Gold Leaf Matt HS 0.7mm 1830x1360,1,Place order to confirm availability,$137.83*1 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronze-gold-leaf/,2025-08-21T06:56:08Z,Matt,0.7,1825,1360,1,1
