colour_name,finish,product_family,sku_code,title_raw,qty_used_for_checks,stock_result_raw,price_result_raw,product_url,checked_at_iso,finish_attr,thickness,length,width
Australian Native,Woodmatt,Edgetape Decorative,57474,ABS 1mm x 21mm UG 100m Australian Native Woodmatt,1,In stock at supply site,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/australian-native/,2025-08-21T04:49:41Z,Woodmatt,1,100,21
Australian Native,Woodmatt,Edgetape Decorative,57475,ABS 1mm x 21mm UG 20m Australian Native Woodmatt,1,In stock at supply site,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/australian-native/,2025-08-21T04:49:44Z,Woodmatt,1,20,21
Australian Native,Woodmatt,Edgetape Decorative,57478,ABS 1mm x 38mm UG 100m Australian Native Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/australian-native/,2025-08-21T04:49:47Z,Woodmatt,1,100,38
Australian Native,Woodmatt,Edgetape Decorative,57477,ABS 1mm x 29mm UG 100m Australian Native Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/australian-native/,2025-08-21T04:49:50Z,Woodmatt,1,100,29
Blonde Oak,Woodmatt,Edgetape Decorative,56872,ABS 1mm x 21mm UG 100m Blonde Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/blonde-oak/,2025-08-21T04:50:47Z,Woodmatt,1,100,21
Blonde Oak,Woodmatt,Edgetape Decorative,56873,ABS 1mm x 21mm UG 20m Blonde Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/blonde-oak/,2025-08-21T04:50:50Z,Woodmatt,1,20,21
Blonde Oak,Woodmatt,Edgetape Decorative,56875,ABS 1mm x 29mm UG 100m Blonde Oak Woodmatt,1,In stock at supply site,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/blonde-oak/,2025-08-21T04:50:53Z,Woodmatt,1,100,29
Blonde Oak,Woodmatt,Edgetape Decorative,57413,ABS 1mm x 38mm UG 100m Blonde Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/blonde-oak/,2025-08-21T04:50:56Z,Woodmatt,1,100,38
Ecru Oak,Woodmatt,Edgetape Decorative,56868,ABS 1mm x 21mm UG 100m Ecru Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/ecru-oak/,2025-08-21T04:51:37Z,Woodmatt,1,100,21
Ecru Oak,Woodmatt,Edgetape Decorative,56869,ABS 1mm x 21mm UG 20m Ecru Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/ecru-oak/,2025-08-21T04:51:40Z,Woodmatt,1,20,21
Ecru Oak,Woodmatt,Edgetape Decorative,56871,ABS 1mm x 29mm UG 100m Ecru Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/ecru-oak/,2025-08-21T04:51:44Z,Woodmatt,1,100,29
Ecru Oak,Woodmatt,Edgetape Decorative,57412,ABS 1mm x 38mm UG 100m Ecru Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/ecru-oak/,2025-08-21T04:51:47Z,Woodmatt,1,100,38
Boston Oak,Woodmatt,Edgetape Decorative,52531,ABS 1mm x 21mm UG 100m Boston Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:36Z,Woodmatt,1,100,21
Boston Oak,Woodmatt,Edgetape Decorative,52529,ABS 1mm x 21mm UG 20m Boston Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:39Z,Woodmatt,1,20,21
Boston Oak,Woodmatt,Edgetape Decorative,52534,ABS 1mm x 38mm UG 100m Boston Oak Woodmatt,1,In stock at your branch,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:42Z,Woodmatt,1,100,38
Boston Oak,Woodmatt,Edgetape Decorative,52533,ABS 1mm x 29mm UG 100m Boston Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:45Z,Woodmatt,1,100,29
Boston Oak,Woodmatt,Edgetape Decorative,57561,ABS 1mm x 55mm UG 100m Boston Oak Woodmatt,1,In stock at supply site,$222.19 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:48Z,Woodmatt,1,100,55
Boston Oak,Woodmatt,Edgetape Decorative,52532,ABS 1mm x 21mm UG 100m Boston Oak Woodmatt (Cross Cut),1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:51Z,Woodmatt,1,100,21
Boston Oak,Woodmatt,Edgetape Decorative,54611,ABS 1mm x 29mm UG 100m Boston Oak Woodmatt (Cross Cut),1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/boston-oak/,2025-08-21T04:52:55Z,Woodmatt,1,100,29
Laurel Oak,Woodmatt,Edgetape Decorative,56876,ABS 1mm x 21mm UG 100m Laurel Oak Woodmatt,1,In stock at supply site,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/laurel-oak/,2025-08-21T04:54:49Z,Woodmatt,1,100,21
Laurel Oak,Woodmatt,Edgetape Decorative,56877,ABS 1mm x 21mm UG 20m Laurel Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/laurel-oak/,2025-08-21T04:54:52Z,Woodmatt,1,20,21
Laurel Oak,Woodmatt,Edgetape Decorative,56879,ABS 1mm x 29mm UG 100m Laurel Oak Woodmatt,1,In stock at supply site,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/laurel-oak/,2025-08-21T04:54:56Z,Woodmatt,1,100,29
Laurel Oak,Woodmatt,Edgetape Decorative,57414,ABS 1mm x 38mm UG 100m Laurel Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/laurel-oak/,2025-08-21T04:54:59Z,Woodmatt,1,100,38
Botany Oak,Woodmatt,Edgetape Decorative,56880,ABS 1mm x 21mm UG 100m Botany Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/botany-oak/,2025-08-21T04:55:40Z,Woodmatt,1,100,21
Botany Oak,Woodmatt,Edgetape Decorative,56881,ABS 1mm x 21mm UG 20m Botany Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/botany-oak/,2025-08-21T04:55:43Z,Woodmatt,1,20,21
Botany Oak,Woodmatt,Edgetape Decorative,56883,ABS 1mm x 29mm UG 100m Botany Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/botany-oak/,2025-08-21T04:55:46Z,Woodmatt,1,100,29
Botany Oak,Woodmatt,Edgetape Decorative,57415,ABS 1mm x 38mm UG 100m Botany Oak Woodmatt,1,In stock at your branch,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/botany-oak/,2025-08-21T04:55:49Z,Woodmatt,1,100,38
Manor Oak,Woodmatt,Edgetape Decorative,56884,ABS 1mm x 21mm UG 100m Manor Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/manor-oak/,2025-08-21T04:56:31Z,Woodmatt,1,100,21
Manor Oak,Woodmatt,Edgetape Decorative,56885,ABS 1mm x 21mm UG 20m Manor Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/manor-oak/,2025-08-21T04:56:34Z,Woodmatt,1,20,21
Manor Oak,Woodmatt,Edgetape Decorative,56887,ABS 1mm x 29mm UG 100m Manor Oak Woodmatt,1,In stock at supply site,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/manor-oak/,2025-08-21T04:56:37Z,Woodmatt,1,100,29
Manor Oak,Woodmatt,Edgetape Decorative,57416,ABS 1mm x 38mm UG 100m Manor Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/manor-oak/,2025-08-21T04:56:40Z,Woodmatt,1,100,38
Hazel Oak,Woodmatt,Edgetape Decorative,56892,ABS 1mm x 21mm UG 100m Hazel Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/hazel-oak/,2025-08-21T05:00:12Z,Woodmatt,1,100,21
Hazel Oak,Woodmatt,Edgetape Decorative,56893,ABS 1mm x 21mm UG 20m Hazel Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/hazel-oak/,2025-08-21T05:00:15Z,Woodmatt,1,20,21
Hazel Oak,Woodmatt,Edgetape Decorative,56895,ABS 1mm x 29mm UG 100m Hazel Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/hazel-oak/,2025-08-21T05:00:18Z,Woodmatt,1,100,29
Hazel Oak,Woodmatt,Edgetape Decorative,57418,ABS 1mm x 38mm UG 100m Hazel Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/hazel-oak/,2025-08-21T05:00:22Z,Woodmatt,1,100,38
Society Oak,Woodmatt,Edgetape Decorative,56888,ABS 1mm x 21mm UG 100m Society Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/society-oak/,2025-08-21T05:01:03Z,Woodmatt,1,100,21
Society Oak,Woodmatt,Edgetape Decorative,56891,ABS 1mm x 29mm UG 100m Society Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/society-oak/,2025-08-21T05:01:06Z,Woodmatt,1,100,29
Society Oak,Woodmatt,Edgetape Decorative,56889,ABS 1mm x 21mm UG 20m Society Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/society-oak/,2025-08-21T05:01:09Z,Woodmatt,1,20,21
Society Oak,Woodmatt,Edgetape Decorative,57417,ABS 1mm x 38mm UG 100m Society Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/society-oak/,2025-08-21T05:01:12Z,Woodmatt,1,100,38
District Oak,Woodmatt,Edgetape Decorative,56896,ABS 1mm x 21mm UG 100m District Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/district-oak/,2025-08-21T05:01:54Z,Woodmatt,1,100,21
District Oak,Woodmatt,Edgetape Decorative,56899,ABS 1mm x 29mm UG 100m District Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/district-oak/,2025-08-21T05:01:57Z,Woodmatt,1,100,29
District Oak,Woodmatt,Edgetape Decorative,56897,ABS 1mm x 21mm UG 20m District Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/district-oak/,2025-08-21T05:02:00Z,Woodmatt,1,20,21
District Oak,Woodmatt,Edgetape Decorative,57419,ABS 1mm x 38mm UG 100m District Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/district-oak/,2025-08-21T05:02:03Z,Woodmatt,1,100,38
Bronzed Oak,Woodmatt,Edgetape Decorative,56900,ABS 1mm x 21mm UG 100m Bronzed Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronzed-oak/,2025-08-21T05:02:45Z,Woodmatt,1,100,21
Bronzed Oak,Woodmatt,Edgetape Decorative,56901,ABS 1mm x 21mm UG 20m Bronzed Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronzed-oak/,2025-08-21T05:02:48Z,Woodmatt,1,20,21
Bronzed Oak,Woodmatt,Edgetape Decorative,56903,ABS 1mm x 29mm UG 100m Bronzed Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronzed-oak/,2025-08-21T05:02:51Z,Woodmatt,1,100,29
Bronzed Oak,Woodmatt,Edgetape Decorative,57420,ABS 1mm x 38mm UG 100m Bronzed Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/bronzed-oak/,2025-08-21T05:02:54Z,Woodmatt,1,100,38
Rubra Oak,Woodmatt,Edgetape Decorative,56908,ABS 1mm x 21mm UG 100m Rubra Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/rubra-oak/,2025-08-21T05:14:53Z,Woodmatt,1,100,21
Rubra Oak,Woodmatt,Edgetape Decorative,56909,ABS 1mm x 21mm UG 20m Rubra Oak Woodmatt,1,In stock at your branch,$31.99 Ea. (Excluding GST),https://www.polytec.com.au/colour/rubra-oak/,2025-08-21T05:14:56Z,Woodmatt,1,20,21
Rubra Oak,Woodmatt,Edgetape Decorative,56911,ABS 1mm x 29mm UG 100m Rubra Oak Woodmatt,1,In stock at your branch,$188.81 Ea. (Excluding GST),https://www.polytec.com.au/colour/rubra-oak/,2025-08-21T05:14:59Z,Woodmatt,1,100,29
Rubra Oak,Woodmatt,Edgetape Decorative,57422,ABS 1mm x 38mm UG 100m Rubra Oak Woodmatt,1,In stock at supply site,$137.35 Ea. (Excluding GST),https://www.polytec.com.au/colour/rubra-oak/,2025-08-21T05:15:03Z,Woodmatt,1,100,38
Blackened Oak,Woodmatt,Edgetape Decorative,56904,ABS 1mm x 21mm UG 100m Blackened Oak Woodmatt,1,In stock at your branch,$87.82 Ea. (Excluding GST),https://www.polytec.com.au/colour/blackened-oak/,2025-08-21T05:15:44Z,Woodmatt,1,100,21
